	icd9_code	short_title	long_title	count
6290	87350	Open wnd face NOS-compl	Open wound of face, unspecified site, complicated	1
6291	00804	Int inf e coli entrhmrg	Intestinal infection due to enterohemorrhagic E. coli	1
6292	30592	Drug abuse NEC-episodic	Other, mixed, or unspecified drug abuse, episodic	1
6293	30583	Antidepress abuse-remiss	Antidepressant type abuse, in remission	1
6294	8739	Open wnd head NEC-compl	Other and unspecified open wound of head, complicated	1
6295	87411	Open wound larynx-compl	Open wound of larynx, complicated	1
6296	30543	Sed,hyp,anxiolytc ab-rem	Sedative, hypnotic or anxiolytic abuse, in remission	1
6297	30531	Hallucinog abuse-contin	Hallucinogen abuse, continuous	1
6298	8783	Opn wnd scrot/test-compl	Open wound of scrotum and testes, complicated	1
6299	8785	Open wound vulva-compl	Open wound of vulva, complicated	1
6300	8786	Open wound of vagina	Open wound of vagina, without mention of complication	1
6301	8787	Open wound vagina-compl	Open wound of vagina, complicated	1
6302	8790	Open wound of breast	Open wound of breast, without mention of complication	1
6303	8791	Open wound breast-compl	Open wound of breast, complicated	1
6304	0071	Giardiasis	Giardiasis	1
6305	8799	Opn wound site NOS-compl	Open wound(s) (multiple) of unspecified site(s), complicated	1
6306	30472	Opioid/other dep-episod	Combinations of opioid type drug with any other drug dependence, episodic	1
6307	88019	Mult opn wnd should-comp	Open wound of multiple sites of shoulder and upper arm, complicated	1
6308	88029	Mlt opn wnd shldr w tend	Open wound of multiple sites of shoulder and upper arm, with tendon involvement	1
6309	3029	Psychosexual dis NOS	Unspecified psychosexual disorder	1
6310	8851	Amputation thumb-compl	Traumatic amputation of thumb (complete)(partial), complicated	1
6311	30113	Cyclothymic disorder	Cyclothymic disorder	1
6312	8861	Amputation finger-compl	Traumatic amputation of other finger(s) (complete) (partial), complicated	1
6313	8871	Amp below elb, unil-comp	Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated	1
6314	8873	Amput abv elb, unil-comp	Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated	1
6315	8875	Amput arm, unil NOS-comp	Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated	1
6316	3010	Paranoid personality	Paranoid personality disorder	1
6317	30089	Somatoform disorders NEC	Other somatoform disorders	1
6318	8902	Opn wnd hip/thigh w tend	Open wound of hip and thigh, with tendon involvement	1
6319	30012	Dissociative amnesia	Dissociative amnesia	1
6320	8960	Amputation foot, unilat	Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication	1
6321	8961	Amput foot, unilat-compl	Traumatic amputation of foot (complete) (partial), unilateral, complicated	1
6322	8973	Amput abv kn, unil-compl	Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, complicated	1
6323	8977	Amputat leg, bilat-compl	Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], complicated	1
6324	30009	Anxiety state NEC	Other anxiety states	1
6325	29990	Pervasv dev dis-cur NOS	Unspecified pervasive developmental disorder, current or active state	1
6326	2984	Psychogen paranoid psych	Psychogenic paranoid psychosis	1
6327	9012	Inj superior vena cava	Injury to superior vena cava	1
6328	90140	Inj pulmonary vessel NOS	Injury to pulmonary vessel(s), unspecified	1
6329	90142	Injury pulmonary vein	Injury to pulmonary vein	1
6330	9020	Injury abdominal aorta	Injury to abdominal aorta	1
6331	90210	Inj infer vena cava NOS	Injury to inferior vena cava, unspecified	1
6332	2982	Reactive confusion	Reactive confusion	1
6333	90229	Inj mesenteric vess NEC	Injury to celiac and mesenteric arteries, other	1
6334	90234	Injury splenic vein	Injury to splenic vein	1
6335	2980	React depress psychosis	Depressive type psychosis	1
6336	90251	Inj hypogastric artery	Injury to hypogastric artery	1
6337	2972	Paraphrenia	Paraphrenia	1
6338	29681	Atypical manic disorder	Atypical manic disorder	1
6339	9034	Injury palmar artery	Injury to palmar artery	1
6340	0059	Food poisoning NOS	Food poisoning, unspecified	1
6341	9043	Injury saphenous vein	Injury to saphenous veins	1
6342	29653	Bipol I curr dep w/o psy	Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior	1
6343	90450	Injury tibial vessel NOS	Injury to tibial vessel(s), unspecified	1
6344	9046	Inj deep plantar vessel	Injury to deep plantar blood vessels	1
6345	29651	Bipol I cur depress-mild	Bipolar I disorder, most recent episode (or current) depressed, mild	1
6346	9048	Injury leg vessel NOS	Injury to unspecified blood vessel of lower extremity	1
6347	29631	Recurr depr psychos-mild	Major depressive affective disorder, recurrent episode, mild	1
6348	29625	Depr psychos-part remiss	Major depressive affective disorder, single episode, in partial or unspecified remission	1
6349	9056	Late effect dislocation	Late effect of dislocation	1
6350	9059	Late eff traumat amputat	Late effect of traumatic amputation	1
6351	9060	Lt eff opn wnd head/trnk	Late effect of open wound of head, neck, and trunk	1
6352	9061	Late eff open wnd extrem	Late effect of open wound of extremities without mention of tendon injury	1
6353	9063	Late effect of contusion	Late effect of contusion	1
6354	9065	Late eff head/neck burn	Late effect of burn of eye, face, head, and neck	1
6355	29621	Depress psychosis-mild	Major depressive affective disorder, single episode, mild	1
6356	9075	Lt eff nerv inj pelv/leg	Late effect of injury to peripheral nerve of pelvic girdle and lower limb	1
6357	29614	Recur manic-sev w psycho	Manic affective disorder, recurrent episode, severe, specified as with psychotic behavior	1
6358	29604	Bipo I sin man-sev w psy	Bipolar I disorder, single manic episode, severe, specified as with psychotic behavior	1
6359	9102	Blister head	Blister of face, neck, and scalp except eye, without mention of infection	1
6360	9104	Insect bite head	Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection	1
6361	9114	Insect bite trunk	Insect bite, nonvenomous of trunk, without mention of infection	1
6362	9116	Foreign body trunk	Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection	1
6363	29575	Schizoaffectve dis-remis	Schizoaffective disorder, in remission	1
6364	9122	Blister shoulder & arm	Blister of shoulder and upper arm, without mention of infection	1
6365	9125	Insect bite shld/arm-inf	Insect bite, nonvenomous of shoulder and upper arm, infected	1
6366	9149	Superf inj hand NEC-inf	Other and unspecified superficial injury of hand(s) except finger(s) alone, infected	1
6367	9152	Blister finger	Blister of finger(s), without mention of infection	1
6368	29573	Schizoaff dis-subch/exac	Schizoaffective disorder, subchronic with acute exacerbation	1
6369	9164	Insect bite hip & leg	Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection	1
6370	9173	Blister foot & toe-infec	Blister of foot and toe(s), infected	1
6371	9189	Superficial inj eye NEC	Other and unspecified superficial injuries of eye	1
6372	29544	Schizophr dis-chr/exacer	Schizophreniform disorder, chronic with acute exacerbation	1
6373	9191	Abrasion NEC-infected	Abrasion or friction burn of other, multiple, and unspecified sites, infected	1
6374	9196	Superfic foreign bdy NEC	Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound and without mention of infection	1
6375	29524	Catatonia-chr/exacerb	Catatonic type schizophrenia, chronic with acute exacerbation	1
6376	29522	Catatonia-chronic	Catatonic type schizophrenia, chronic	1
6377	29512	Hebephrenia-chronic	Disorganized type schizophrenia, chronic	1
6378	29502	Simple schizophren-chr	Simple type schizophrenia, chronic	1
6379	9229	Contusion trunk NOS	Contusion of unspecified part of trunk	1
6380	92301	Contusion scapul region	Contusion of scapular region	1
6381	0051	Botulism food poisoning	Botulism food poisoning	1
6382	92309	Contusion shoulder & arm	Contusion of multiple sites of shoulder and upper arm	1
6383	92321	Contusion of wrist	Contusion of wrist	1
6384	9233	Contusion of finger	Contusion of finger	1
6385	9238	Multiple contusion arm	Contusion of multiple sites of upper limb	1
6386	29382	Psy dis w halluc oth dis	Psychotic disorder with hallucinations in conditions classified elsewhere	1
6387	29381	Psy dis w delus oth dis	Psychotic disorder with delusions in conditions classified elsewhere	1
6388	9245	Contusion leg NOS	Contusion of unspecified part of lower limb	1
6389	9251	Crush inj face scalp	Crushing injury of face and scalp	1
6390	9260	Crush inj ext genitalia	Crushing injury of external genitalia	1
6391	92612	Crushing injury buttock	Crushing injury of buttock	1
6392	29282	Drug persisting dementia	Drug-induced persisting dementia	1
6393	92701	Crush inj scapul region	Crushing injury of scapular region	1
6394	92721	Crushing injury of wrist	Crushing injury of wrist	1
6395	9278	Mult crushing injury arm	Crushing injury of multiple sites of upper limb	1
6396	92801	Crushing injury hip	Crushing injury of hip	1
6397	92811	Crushing injury knee	Crushing injury of knee	1
6398	92821	Crushing injury ankle	Crushing injury of ankle	1
6399	9301	FB in conjunctival sac	Foreign body in conjunctival sac	1
6400	9308	Foreign bdy ext eye NEC	Foreign body in other and combined sites on external eye	1
6401	9309	Foreign bdy ext eye NOS	Foreign body in unspecified site on external eye	1
6402	29189	Alcohol mental disor NEC	Other alcohol-induced mental disorders	1
6403	29010	Presenile dementia	Presenile dementia, uncomplicated	1
6404	937	Foreign body anus/rectum	Foreign body in anus and rectum	1
6405	9393	Foreign body penis	Foreign body in penis	1
6406	94100	Burn NOS head-unspec	Burn of unspecified degree of face and head, unspecified site	1
6407	94108	Burn NOS neck	Burn of unspecified degree of neck	1
6408	94126	2nd deg burn scalp	Blisters, epidermal loss [second degree] of scalp [any part]	1
6409	94128	2nd deg burn neck	Blisters, epidermal loss [second degree] of neck	1
6410	94203	Burn NOS abdominal wall	Burn of unspecified degree of abdominal wall	1
6411	94209	Burn NOS trunk NEC	Burn of unspecified degree of other and multiple sites of trunk	1
6412	94232	3rd deg burn chest wall	Full-thickness skin loss [third degree, not otherwise specified] of chest wall, excluding breast and nipple	1
6413	94234	3rd deg burn back	Full-thickness skin loss [third degree,not otherwise specified] of back [any part]	1
6414	94320	2nd deg burn arm NOS	Blisters, epidermal loss [second degree] of upper limb, unspecified site	1
6415	94321	2nd deg burn forearm	Blisters, epidermal loss [second degree] of forearm	1
6416	94323	2nd deg burn upper arm	Blisters, epidermal loss [second degree] of upper arm	1
6417	94325	2nd deg burn shoulder	Blisters, epidermal loss [second degree] of shoulder	1
6418	94332	3rd deg burn elbow	Full-thickness skin loss [third degree, not otherwise specified] of elbow	1
6419	94335	3rd deg burn shoulder	Full-thickness skin loss [third degree, not otherwise specified] of shoulder	1
6420	94401	Burn NOS finger	Burn of unspecified degree of single digit (finger (nail) other than thumb	1
6421	94420	2nd deg burn hand NOS	Blisters, epidermal loss [second degree] of hand, unspecified site	1
6422	94421	2nd deg burn finger	Blisters, epidermal loss [second degree] of single digit [finger (nail)] other than thumb	1
6423	94425	2nd deg burn palm	Blisters, epidermal loss [second degree] of palm	1
6424	94426	2 deg burn back of hand	Blisters , epidermal loss [second degree] of back of hand	1
6425	94504	Burn NOS lower leg	Burn of unspecified degree of lower leg	1
6426	94519	1st deg burn leg-mult	Erythema [first degree] of multiple sites of lower limb(s)	1
6427	94524	2nd deg burn lower leg	Blisters, epidermal loss [second degree] of lower leg	1
6428	9473	Burn of GI tract	Burn of gastrointestinal tract	1
6429	94840	40-49% bdy brn/3 deg NOS	Burn [any degree] involving 40-49 percent of body surface with third degree burn, less than 10 percent or unspecified	1
6430	94850	50-59% bdy brn/3 deg NOS	Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified	1
6431	9517	Injury hypoglossal nerve	Injury to hypoglossal nerve	1
6432	9518	Injury cranial nerve NEC	Injury to other specified cranial nerves	1
6433	2889	Wbc disease NOS	Unspecified disease of white blood cells	1
6434	95202	Anterior cord synd/c1-c4	C1-C4 level with anterior cord syndrome	1
6435	0049	Shigellosis NOS	Shigellosis, unspecified	1
6436	95207	Anterior cord synd/c5-c7	C5-C7 level with anterior cord syndrome	1
6437	95215	T7-t12 spin cord inj NOS	T7-T12 level with unspecified spinal cord injury	1
6438	95219	T7-t12 spin cord inj NEC	T7-T12 level with other specified spinal cord injury	1
6439	9523	Sacral spinal cord injur	Sacral spinal cord injury without evidence of spinal bone injury	1
6440	9524	Cauda equina injury	Cauda equina spinal cord injury without evidence of spinal bone injury	1
